"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"3F5I3C7F","journalArticle",1997,"Eichenbaum, M","Some thoughts on practical stabilization policy","The American Economic Review",NA,NA,NA,"https://www.jstor.org/stable/2950923","… First, excluding anticipated-inflation effects, monetary policy is neutral in the long run. At … of monetary policy, a low rate of inflation, by slowing down money growth when inflation starts to …","1997",2023-02-13 13:33:37,2023-02-13 13:33:37,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GXDCUX7P","journalArticle",1969,"Eisner, R","Fiscal and monetary policy reconsidered","The American Economic Review",NA,NA,NA,"https://www.jstor.org/stable/1810684","… price level… effects, as indicated in (4), and to preserve the equilibrium condition (6), real cash balances would have to be reduced, in accordance with (7), by an increase in the price level…","1969",2023-02-13 13:33:37,2023-02-13 13:33:37,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DKSVLAII","journalArticle",2010,"Lima, GT; Setterfield, M","Pricing behaviour and the cost-push channel of monetary policy","Review of Political Economy",NA,NA,"10.1080/09538250903391863","https://www.tandfonline.com/doi/abs/10.1080/09538250903391863","… Both studies find temporary increases in the price level in response to unanticipated rises in … -push channel effect of monetary policy dominates the more traditional demand-side effect. …","2010",2023-02-13 13:33:37,2023-02-13 13:33:37,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H8UIKCBT","book",2020,"Balleer, A; Zorn, P","The Micro-level Price Response to Monetary Policy",NA,NA,NA,NA,"https://www.econstor.eu/handle/10419/224557","… to monetary policy. For this reason, we study the e ects of pure monetary policy shocks and … However, according to our results the overall price level response is economically small …","2020",2023-02-13 13:33:37,2023-02-13 13:33:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,"econstor.eu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLTDT2DW","journalArticle",2019,"Kim, S","Quality, price stickiness, and monetary policy","Journal of Macroeconomics",NA,NA,NA,"https://www.sciencedirect.com/science/article/pii/S0164070418304944","… When an economy grows over time, the average price level and income increase together. By regrouping the products every year based on the relative prices, we can remove the …","2019",2023-02-13 13:33:37,2023-02-13 13:33:37,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CY8WH5NP","journalArticle",2017,"Widodo, A","Evaluating the effectiveness of dual monetary policy in promoting price stability in Indonesia","Iqtishadia: Jurnal Kajian Ekonomi dan Bisnis Islam …",NA,NA,NA,"https://www.academia.edu/download/80845930/pdf.pdf","… (2009b) formulate ideal synergy between conventional and Islamic monetary policy that will achieve the stability of price level and economic growth. The conventional system, according …","2017",2023-02-13 13:33:37,2023-02-13 13:33:37,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABP39FJC","journalArticle",2008,"Bassetto, M","Fiscal theory of the price level","The New Palgrave Dictionary of Economics",NA,NA,NA,"https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=960f4bf30fdfeffc44c5a1a1d6594c2713714c75","… the price level is determined by government debt and fiscal policy alone, with monetary policy … Monetary policy and price level determinacy in a cash-in-advance economy. Economic …","2008",2023-02-13 13:33:37,2023-02-13 13:33:37,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q5V3Y42R","journalArticle",2008,"Svensson, LEO","What have economists learned about monetary policy over the past 50 years","January.[Retrieved from]",NA,NA,NA,"https://www.larseosvensson.se/files/papers/Buba%20709.pdf","… will have on the price level and, equally important, just when it will have that effect. Attempting to control directly the price level is therefore likely to make monetary policy itself a source …","2008",2023-02-13 13:33:37,2023-02-13 13:33:37,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8GHZCBCS","journalArticle",1999,"Clarida, R; Gali, J; Gertler, M","The science of monetary policy: a new Keynesian perspective","Journal of economic literature",NA,NA,NA,"https://www.aeaweb.org/articles?id=10.1257/jel.37.4.1661","… In addition, let πt be the period t inflation rate, defined as the percent change in the price level from t–1 to t; and let it be the nominal interest rate. Each variable is similarly expressed as …","1999",2023-02-13 13:33:37,2023-02-13 13:33:37,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z5QZWDME","book",2006,"Mishkin, FS","Monetary policy strategy: how did we get here?",NA,NA,NA,NA,"https://www.nber.org/papers/w12515","… regime to move from inflation targeting to price level targeting. Indeed, in the future central banks might experiment with hybrid policies , which combine features of an inflation and a …","2006",2023-02-13 13:33:37,2023-02-13 13:33:37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,"nber.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YXQXJCL8","journalArticle",2007,"Goodfriend, M","How the world achieved consensus on monetary policy","Journal of Economic Perspectives",NA,NA,"10.1257/jep.21.4.47","https://www.aeaweb.org/articles?id=10.1257/jep.21.4.47","… at a cost to output and employment that, while substantial, … monetary policy, we argue that the real contractionary effects … flexibility for monetary policy to stabilize employment over the …","2007",2023-02-13 13:33:37,2023-02-13 13:33:37,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUQLY4IC","journalArticle",2003,"Hetzel, RL","Japanese monetary policy and deflation","FRB Richmond Economic Quarterly",NA,NA,NA,"https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2184913","… Its price level (measured by the GDP deflator) fell about 10 … a fall of 1.4 percent for the GDP deflator in 2003.Monetary de… Since 2000, inflation (GDP deflator) has averaged −1 percent. …","2003",2023-02-13 13:33:37,2023-02-13 13:33:37,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8BQGVS2J","journalArticle",2001,"Woodford, M","The Taylor rule and optimal monetary policy","American Economic Review",NA,NA,"10.1257/aer.91.2.232","https://pubs.aeaweb.org/doi/abs/10.1257/aer.91.2.232","… price level at all. It is sometimes argued that interest-rate rules as such are undesirable, as they lead to indeterminacy of the rational-expectations equilibrium price level. … the price level. …","2001",2023-02-13 13:33:38,2023-02-13 13:33:38,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZZV3PC9Z","book",2001,"Mankiw, NG","US monetary policy during the 1990s",NA,NA,NA,NA,"https://www.nber.org/papers/w8471","… conduct of monetary policy, McCain said that if anything were to … Summers has never had direct control over monetary policy, Fed … Whether this had any effect on policy is hard to say. …","2001",2023-02-13 13:33:38,2023-02-13 13:33:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,"nber.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BP7FKMXK","journalArticle",2009,"Gavin, WT; Kemme, DM","Using extraneous information to analyze monetary policy in transition economies","Journal of International Money and Finance",NA,NA,NA,"https://www.sciencedirect.com/science/article/pii/S0261560608001435","… of real GDP (y t ), the logarithm of the GDP deflator (p t ), the interest rate differential (r t ) – the … Output and the price level form a recursive block; the effects of monetary policy shocks are …","2009",2023-02-13 13:33:38,2023-02-13 13:33:38,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLEJRJJK","journalArticle",2003,"Rudebusch, GD; Wu, T","Macroeconomic models for monetary policy","… Review-Federal Reserve Bank of San …",NA,NA,NA,"https://search.proquest.com/openview/74720084b911d6a7ab78198e073a89cd/1?pq-origsite=gscholar&cbl=41365","… marginal cost cvolves independently of the price level. lndecd, after imposing a similar assumption that nominal output evolves independently of the price level, Rudd and Whelan find …","2003",2023-02-13 13:33:38,2023-02-13 13:33:38,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WT5D7UZS","journalArticle",2019,"Selim, M; Hassan, MK","Interest-free monetary policy and its impact on inflation and unemployment rates","ISRA International Journal of Islamic Finance",NA,NA,"10.1108/IJIF-06-2018-0065","https://www.emerald.com/insight/content/doi/10.1108/IJIF-06-2018-0065/full/html","… The reduction in the price level caused by the rightward shift in the aggregate supply curve … Monetary policy (MP) is designed to achieve full employment and to stabilise the price level. …","2019",2023-02-13 13:33:38,2023-02-13 13:33:38,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H6Y26ISA","journalArticle",2010,"Friedman, M; Laidler, D","Trade-offs in monetary policy","David Laidler's contributions to economics",NA,NA,"10.1057/9780230248410_7","https://link.springer.com/chapter/10.1057/9780230248410_7","… ardent exponent of the view that monetary policy should concern itself with the behaviour of the price level alone. Monetary policy takes time to have its effects on prices, so under such …","2010",2023-02-13 13:33:38,2023-02-13 13:33:38,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S6MM93KW","journalArticle",1972,"Black, F","Active and passive monetary policy in a neoclassical model","Journal of Finance",NA,NA,"10.1002/9781119203070","https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781119203070#page=49","… to explore the effects of fiscal and monetary policy on the real … If price deflation causes unemployment, then output will fall, … Even if the possibility of unemployment would make the …","1972",2023-02-13 13:33:38,2023-02-13 13:33:38,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SZ2754AJ","book",2012,"Aliyev, R","Monetary policy in resource-rich developing economies",NA,NA,NA,NA,"https://cerge-ei.cz/pdf/wp/Wp466.pdf","… or price level through foreign exchange interventions by the central bank can soften the negative effects … I also find that a fixed exchange rate regime outperforms price level targeting by …","2012",2023-02-13 13:33:38,2023-02-13 13:33:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,"cerge-ei.cz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4U5UZQHY","journalArticle",2005,"Vymyatnina, Y","Monetary policy transmission and Bank of Russia monetary policy","European University at Saint-Petersburg Department of …",NA,NA,NA,"https://eusp.org/sites/default/files/archive/ec_dep/wp/ec-02_05.pdf","… in its “General foundations of monetary policy” declares … monetary policy conduct of the Bank of Russia the SVECM model was constructed, involving monetary aggregate M2, price level…","2005",2023-02-13 13:33:38,2023-02-13 13:33:38,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DVNI5895","book",2000,"McCallum, BT","The present and future of monetary policy rules",NA,NA,NA,NA,"https://www.nber.org/papers/w7916","… monetary policy is conducted by means of an interest rate instrument, then the behavior of the price level … Once one specifies monetary policy in a way that makes the cashless limit well …","2000",2023-02-13 13:33:38,2023-02-13 13:33:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,"nber.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H8W9CXQL","book",1994,"Goodhart, CAE; Vinals, J","Strategy and tactics of monetary policy: examples from Europe and the Antipodes",NA,NA,NA,NA,"https://repositorio.bde.es/handle/123456789/6547","… price level shifts has the effect of spreading the shock more equally across individuals . A price level … associated with the nominal disturbance involved in maintaining a stable price level. …","1994",2023-02-13 13:33:38,2023-02-13 13:33:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,"repositorio.bde.es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3SLZ3QJX","book",2008,"Amarasekara, C","The impact of monetary policy on economic growth and inflation in Sri Lanka",NA,NA,NA,NA,"https://mpra.ub.uni-muenchen.de/id/eprint/64866","… of this paper is to assess the effects of monetary policy on key … evidence on the effects of monetary policy in the long-run and … aggregate economic activity, an indicator of inflation, and a …","2008",2023-02-13 13:33:38,2023-02-13 13:33:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,"mpra.ub.uni-muenchen.de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGGCERJP","journalArticle",2000,"Wieland, V","Monetary policy, parameter uncertainty and optimal learning","Journal of Monetary Economics",NA,NA,NA,"https://www.sciencedirect.com/science/article/pii/S0304393200000234?casa_token=Qrmhcq97rjUAAAAA:ocS4BeCLYs8rbPL-AEWLW--bu6S47Gdd-5FQOhDJTBwezpVZRIyOKqVy8RLim8g_7jEDiPBD6w","… price level p ∗ and, once inflation and output dynamics have expired, the actual price level p … inflation, π t, to the growth rate of the equilibrium price level, Δ p ∗ t . Both, the Bundesbank (…","2000",2023-02-13 13:33:38,2023-02-13 13:33:38,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUAJA98A","journalArticle",2006,"Sims, CA; Zha, T","Does monetary policy generate recessions?","Macroeconomic Dynamics",NA,NA,NA,"https://www.cambridge.org/core/journals/macroeconomic-dynamics/article/does-monetary-policy-generate-recessions/C1E0210E4786770CCABC17AC7E1EA71A","… way that dampens fluctuations in the price level. In most of the identifications we consider, monetary policy disturbances have very weak effects on output, stronger effects on prices. The …","2006",2023-02-13 13:33:38,2023-02-13 13:33:38,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LG2JI75Q","journalArticle",2015,"Gbadebo, AD; Mohammed, N","Monetary policy and inflation control in Nigeria","Journal of Economics and Sustainable …",NA,NA,NA,"https://core.ac.uk/download/pdf/234646991.pdf","… monetary policy as an anti-inflationary measure in Nigeria. in order to explore the relationship between inflation … The cointegration test indicates a long-run relationship between inflation …","2015",2023-02-13 13:33:38,2023-02-13 13:33:38,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K3AQ5NU5","journalArticle",2012,"Rosa, C","How'unconventional'are large-scale asset purchases? The impact of monetary policy on asset prices","The Impact of Monetary Policy on Asset Prices (May 1 …",NA,NA,NA,"https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2053640","… monetary policy. There are … monetary policy announcements, I perform the closest thing to a natural experiment in macroeconomics, and thus I can isolate the effects of monetary policy …","2012",2023-02-13 13:33:38,2023-02-13 13:33:38,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QVQ93UTS","book",2013,"Leeper, EM","Fiscal limits and monetary policy",NA,NA,NA,NA,"https://www.nber.org/papers/w18877","… Entire textbooks are written about how the price level gets … of government indebtedness, if monetary policy were to continue to … For government debt to retain value, monetary policy must …","2013",2023-02-13 13:33:38,2023-02-13 13:33:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,"nber.org",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M6BICZUR","journalArticle",2003,"Fratantoni, M; Schuh, S","Monetary policy, housing, and heterogeneous regional markets","Journal of Money, Credit and Banking",NA,NA,NA,"https://www.jstor.org/stable/3649901","… price level. The underlying housing price data are indexes, so the ratio of price indexes does not provide a meaningful measure of the actual relative price level… in the relative price level. …","2003",2023-02-13 13:33:38,2023-02-13 13:33:38,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S7U8AM72","journalArticle",2006,"Persson, M; Persson, T; Svensson, LEO","Time consistency of fiscal and monetary policy: a solution","Econometrica",NA,NA,"10.1111/j.1468-0262.2006.00653.x","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1468-0262.2006.00653.x","… A neutral, unanticipated increase in the price level could never be done instantaneously because of various nominal rigidities and contract lags. Economic agents will thus have the …","2006",2023-02-13 13:33:38,2023-02-13 13:33:38,NA,NA,NA,"Query date: 2023-02-09 13:30:33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
