"label","key","item type","publication year","author","title","publication title","isbn","issn","doi","url","abstract note","date","date added","date modified","access date","pages","num pages","issue","volume","number of volumes","journal abbreviation","short title","series","series number","series text","series title","publisher","place","language","rights","type","archive","archive location","library catalog","call number","extra","notes","file attachments","link attachments","manual tags","automatic tags","editor","series editor","translator","contributor","attorney agent","book author","cast member","commenter","composer","cosponsor","counsel","interviewer","producer","recipient","reviewed author","scriptwriter","words by","guest","number","edition","running time","scale","medium","artwork size","filing date","application number","assignee","issuing authority","country","meeting name","conference name","court","references","reporter","legal status","priority numbers","programming language","version","system","code","code number","section","session","committee","history","legislative body","matches"
"ref_02023","GFMGPZ8H","journalArticle",2016,"Maitra, Biswajit","Monetary, Real Shocks and Exchange Rate Variations in India","Journal of Economic Development",NA,"02548372",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1573386&site=ehost-live","This article examines how a rate of the change of the exchange rate as well as how a rate of the change of the expected exchange rate are related to the unanticipated change in domestic money supply and output. Empirical analysis involves quarterly time series of the rupee/US dollar exchange rate, the narrow money M1, the broad money M3 and output in India under the market based exchange rate regime. The paper testifies exchange rate overshooting phenomenon where both unanticipated M1 and M3 cause variations and depreciation of rupee. Some evidence of the causal role of unanticipated output is observed. The rupee is found to be sensitive with both unanticipated money and output shocks where the impact of money shocks is stronger than output shocks.","2016-03",2023-02-13 13:35:33,2023-02-13 13:35:33,NA,"81-103",NA,"1","41",NA,"Journal of Economic Development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Foreign Exchange F31; Macroeconomics: Production E23; Monetary Policy E52; Credit; Money Multipliers E51; Money Supply; Macroeconomic Analyses of Economic Development O11; Fiscal and Monetary Policy in Development O23; International Linkages to Development; Role of International Organizations O19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944
"ref_08774","F5BXS8TZ","journalArticle",2011,"Kalbasi, Nahid; Ashtary, Maryam","Non-Accelerating Inflation Rate Of Unemployment (NAIRU) In Iran","International Business & Economics Research Journal (IBER)",NA,"2157-9393","10.19030/iber.v10i11.6406","https://www.clutejournals.com","The recent literature on monetary policy has raised many questions about the trade-off between inflation and unemployment and the assumption of a constant NAIRU. This paper tries to investigate the effects of monetary policy on NAIRU in Iran. We implement a structural Vector Auto Regression (VAR) model to measure the effects of monetary policy in shaping NAIRU in Iran’s economy. Our results suggest that monetary policy has negligible effects on NAIRU and the unemployment rate is mainly affected by labor market imperfections, such as wage rigidity, labor law, regulations, and institutions that do not match with today’s world economy.","2011-10-27",2023-03-16 15:40:44,2023-03-16 15:40:44,1678282104,"63-70",NA,"11","10",NA,"IBER",NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"www.clutejournals.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8333
"ref_03228","NFY3AZ8F","journalArticle",2014,"Frankel, Jeffrey","Nominal GDP Targeting for Middle-Income Countries","Central Bank Review",NA,"13030701",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1508858&site=ehost-live","It has been proposed that central banks should target Nominal GDP (NGDP), as an alternative to targeting the money supply, exchange rate, or inflation. But the proposal appears in the context of the largest advanced economies. In fact NGDP Targeting may be more appropriate for middle-sized middle-income countries. The reason is that such countries are more often subject to large supply shocks and terms of trade shocks. Such unexpected shocks can force the credibility-damaging abandonment of CPI targets or exchange rate targets that had been previously declared. But they do not require the abandonment of a nominal GDP target, which automatically divides an adverse supply shock equally between impacts on inflation and real GDP. The argument can be illustrated in a model where the ultimate objective is minimizing a quadratic loss function in output and inflation but a credible rule is needed in order to prevent an inflationary bias that arises under discretion. A NGDP rule dominates IT unless the Aggregate Supply curve is especially steep or the weight placed on price stability is especially high. Parameters estimated for the cases of India and Kazakhstan suggest that the Aggregate Supply curve is flat enough to satisfy the necessary condition. The general argument applies regardless whether the monetary authorities at a particular time seek credible disinflation, credible reflation, or simply a credible continuation of the recent path.","2014-09",2023-02-13 13:36:23,2023-02-13 13:36:23,NA,"1-14",NA,"3","14",NA,"Central Bank Review",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh","Availability Note: Information provided in collaboration with the RePEc Project: http://repec.org","EBSCOhost",NA,NA,NA,NA,NA,"Inflation; Deflation E31; Macroeconomics: Production E23; Monetary Policy E52; Price Level; Open Economy Macroeconomics F41; Macroeconomic Analyses of Economic Development O11; Fiscal and Monetary Policy in Development O23; Central Banks and Their Policies E58; Inflation P24; Money; Socialist Systems and Transitional Economies: National Income, Product, and Expenditure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3117
"ref_02309","3PUL8MD5","thesis",2021,"Lin, Yiming","Essays on Regional Housing Markets, the Real Economy, and Policy",NA,NA,NA,NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1935928&site=ehost-live","This dissertation studies regional housing markets and different economic policies in China and the US. Structural panel VAR-Xs with time-varying parameters (TVPs) and time-varying volatility (TVV) are employed in the two essays in this dissertation. Both essays explore the role housing markets play in generating movements in real and financial activity in regional economies of China and the US. The essays differ by the policy interventions that are analyzed. The first essay explores the impact of macro-prudential policy interventions on seven regional economies and housing markets in China. Surprise monetary policy inventions by the Federal Reserve are evaluated in the second essay for the effects on eight regional economies and housing markets in the US. The first essay makes three contributions to the study of regional Chinese housing markets. First, I construct a new monthly sample of regional real GDPs, real loans, and real house prices for China from February 2005 to March 2013. Two pre-determined national macro-prudential policy indexes are included in the sample. Second, a structural panel VAR-X with TVPs and TVV is estimated on this sample using Bayesian methods. Third, my results show regional house prices respond more to housing demand shocks of the coastal regions than to the shocks of the interior regions. Housing demand shocks also lower real GDPs and loans across the regions of China. Regional house prices display smaller responses to regional housing demand shocks during the 2007-2009 financial crisis compared with the rest of the sample.Macro-prudential policies have a larger impact on regional Chinese house prices than on regional real GDPs and loans. Macro-prudential policies in China appear to be more effective from 2011 to 2013 than during the 2007-2009 financial crisis. The second essay employs similar econometric tools, but applies these methods to study the transmission mechanism that disturbances in the real, financial, and housing sectors have on fluctuations in eight economic regions of the US. A structural panel VAR-X with TVPs and TVV is estimated on regional real personal income, real personal consumption expenditures, real loans, and real house prices across eight regions of the US from 1998Q2 to 2019Q3. I proxy for monetary policy interventions with high-frequency changes to the three-month ahead Fed Funds future. Bayesian methods developed by Canova & Ciccarelli (2009, ""Estimating multicountry VAR models,"" International Economic Review, 50, 929-959) are employed to construct the posterior of the panel VAR-X. The posterior contains evidence that the transmission of shocks across the real activity, financial, and housing sectors differ across the US. A signal of the disparate transmission of shocks is the significant house price spillovers produced by housing demand shocks of the core regions onto the interior regions of the US. Moreover, the housing demand shocks of the New England region contribute most to movements in the house prices of the other US regions. Two sets of counterfactual analyses show the responses of regional house price growth to unanticipated monetary policy interventions differ across the sample.","2021-06",2023-02-13 13:35:45,2023-02-13 13:35:45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North Carolina State University",NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Macroeconomics: Production E23; Monetary Policy E52; Housing Supply and Markets R31; Economic Development: Urban, Rural, Regional, and Transportation Analysis; Housing; Infrastructure O18; Socialist Systems and Transitional Economies: Urban, Rural, and Regional Economics P25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2224
"ref_00103","CB7TZ5VJ","journalArticle",2020,"Malliaris, Anastasios G.; Malliaris, Mary","The Impact of the Twin Financial Crises","Journal of Policy Modeling",NA,"01618938",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1845697&site=ehost-live","We focus on the first 20 years of the Euro, from 1999 to 2019, and we split this period into two approximate decades to examine the performance of three benchmarks: the real GDP quarterly growth, the annualized real per capita GDP changes and unemployment. These illustrate that the underperformance of Europe is more evident during the second decade. Searching for causes we find that the Global Financial Crisis was an exogenous shock to the EU but its impact was large in both the U.S. and the EU. One major reason is that the U.S. responded quickly and aggressively both fiscally and via an unconventional monetary policy. The Euro area was constrained by a European Central Bank that focused on price stability, and fiscal policy was not much of an option. The second shock of the Sovereign Debt Crisis was endogenous to the Euro area and it, more than the Global Financial Crisis, revealed the original weaknesses and fragility of the European monetary union. This financial fragility quickly translated into declines in aggregate demand and economic underperformance.","2020-07",2023-02-13 13:34:17,2023-02-13 13:34:17,NA,"878-892",NA,"4","42",NA,"Journal of Policy Modeling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Intergenerational Income Distribution; Unemployment; Wages; Employment; Aggregate Productivity; Aggregate Human Capital; Aggregate Labor Productivity E24; Macroeconomics: Production E23; Financial Crises G01; Macroeconomic Issues of Monetary Unions F45; International Lending and Debt Problems F34; Cross-Country Output Convergence O47; Empirical Studies of Economic Growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102
"ref_00220","4LSSZBIK","journalArticle",2021,"Campos, Luciano; Casas, Agustin","Rara Avis: Latin American Populism in the 21st Century","European Journal of Political Economy",NA,"01762680",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1932264&site=ehost-live","Since the beginning of the 21st century, many Latin American countries have been ruled by governments characterized as populist (the so-called new Latin American Left). We focus on the macroeconomic implications of the policies adopted by these governments (instead of their leaders' rhetoric) and we investigate to what extent this characterization holds. In particular, we focus on their wage policies by doing a Structural Vector Autoregressive analysis and assuming that populist shocks have no long-run effects on real wages. This identification implies that populist leaders prioritize redistribution through nominal wages disregarding the evolution of productivity. The results indicate that economic populism is not as widespread as previously thought. Instead, our approach leads to more nuanced results: while we find that there is populism in Argentina, the results for Brazil, Bolivia and Ecuador show only sporadic populist events. In the remaining countries, we do not find persistent economic populism.","2021-12",2023-02-13 13:34:22,2023-02-13 13:34:22,NA,NA,NA,NA,"70",NA,"European Journal of Political Economy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Intergenerational Income Distribution; Unemployment; Wages; Employment; Aggregate Human Capital; Aggregate Labor Productivity E24; Macroeconomics: Production E23; Wage Differentials J31; Wage Level and Structure; Fiscal and Monetary Policy in Development O23; Environmental Taxes and Subsidies H23; Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior D72; Redistributive Effects; Taxation and Subsidies: Externalities; Formal and Informal Sectors; Institutional Arrangements O17; Shadow Economy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217
"ref_04694","CAFFS4BX","thesis",2014,"Bocola, Luigi","Essays on Nonlinear Macroeconomic Dynamics",NA,NA,NA,NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1471149&site=ehost-live","This dissertation consists of four essays that study topics in macroeconomics, finance and their interplay using nonlinear quantitative equilibrium models and state of the art econometric techniques. Chapter 1 proposes a general equilibrium model with financial intermediation and sovereign default risk to study the macroeconomic consequences of news regarding a future sovereign default. The model, estimated on Italian data, is used to measure the output losses of the 2010-2012 sovereign debt crisis, and to evaluate the effects of credit policies implemented by European authorities. Chapter 2, co-authored with Boragan Aruoba and Frank Schorfheide, proposes a new class of time series model that can be used to measure nonlinearities in the data and to evaluate the fit of Dynamic Stochastic General Equilibrium (DSGE) models solved with high order perturbation. We first characterize this class, the Quadratic Autoregressive (QAR) model. We then show how the QAR model can be used as a diagnostic tool to assess whether a DSGE model is able to replicate the nonlinear behavior of a set of U.S. aggregate time series. Chapter 3, co-authored with Nils Gornemann, studies the determinants of medium term movements in the market value of U.S. corporations. We find that secular movements in the mean and volatility of TFP growth are strongly associated with these medium term fluctuations in asset prices. These empirical findings are then interpreted within a production based asset pricing model where the mean and volatility of aggregate productivity growth varies over time. We show that the model can rationalize a sizable elasticity of asset prices to the drivers of aggregate productivity. Chapter 4, co-authored with Iourii Manovskii and Marcus Hagedorn, proposes a method to identify Harrod-neutral technology shocks in the data in presence of input heterogeneity in the aggregate production function. We prove that, in a wide class of models, Harrod-neutral technology shocks are the only one consistent with a certain form of balanced growth. We then use this property to identify Harrod-neutral shocks using a state-space model. Monte Carlo simulations show that the proposed method performs very well in small samples.","2014-05",2023-02-13 13:37:25,2023-02-13 13:37:25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"University of Pennsylvania",NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Macroeconomics: Production E23; Monetary Policy E52; Dynamic Quantile Regressions; Dynamic Treatment Effect Models; General Aggregative Models: Neoclassical E13; Financial Markets and the Macroeconomy E44; Asset Pricing; Bond Interest Rates G12; Trading Volume; Diffusion Processes C22; Single Equation Models; Single Variables: Time-Series Models",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4501
"ref_09584","T5DWFC89","journalArticle",2020,"Kumar, Ankit; Dash, Pradyumna","Changing transmission of monetary policy on disaggregate inflation in India","Economic Modelling",NA,"0264-9993","10.1016/j.econmod.2020.07.016","https://www.sciencedirect.com/science/article/pii/S0264999320301577","This paper investigates the time-varying effects of monetary policy on aggregate, sectoral, and disaggregate inflation in India from 1997 to 2017 using a large dataset of 439 variables. We find that the effectiveness of a contractionary monetary policy in controlling aggregate inflation has improved over time. This improvement in the policy's effectiveness can be attributed to better transmission through credit and asset price channels. In investigating disaggregate inflation, we find that a contractionary monetary policy is more effective in reducing inflation in the manufacturing sector than in the agricultural sector. Further, the sacrifice ratios in all manufacturing sectors have improved over time. However, the commodities prices of some sectors respond positively after a monetary contraction, which demonstrates the presence of a cost channel in the Indian economy. Our findings suggest that the monetary authority in India should have an interest rate rule that incorporates sectoral inflation and reacts to each with different intensity.","2020-11-01",2023-03-16 15:44:01,2023-03-16 15:44:01,1678314292,"109-125",NA,NA,"92",NA,"Economic Modelling",NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"ScienceDirect",NA,NA,NA,NA,NA,"Monetary Policy; Transmission channel; Disaggregate inflation; Sacrifice ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9120
"ref_09096","BCMTSP3J","journalArticle",2021,"Guirguis, Michel","The Unemployment Problem in Europe",NA,NA,NA,"10.2139/ssrn.3868895","https://papers.ssrn.com/abstract=3868895","During the last two decades, Western European countries have moved forward along the route to economic integration. During the same period, unemployment rates i","2021-06-28",2023-03-16 15:42:12,2023-03-16 15:42:12,1678288162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"papers.ssrn.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8644
"ref_11405","GYNYRTQP","report",2003,"Lindé, Jesper","Monetary Policy Shocks and Business Cycle Fluctuations in a Small Open Economy: Sweden 1986-2002",NA,NA,NA,NA,"https://www.econstor.eu/handle/10419/82397","This paper contains an empirical analysis of the dynamic effects of monetary policy on Swedish data within a framework consistent with the theoretical New-Keynesian type of small open economy models. Because of what appears to be time-varying seasonal patterns in the data, I argue that it is of crucial importance to use the annual inflation rate rather than the quarterly inflation rate in the empirical analysis. After a monetary policy shock, the impulse response functions for output and inflation display a hump-shaped pattern with peak effects after 1.5 - 2 years. There also seems to be considerable inertia in the real exchange rate. Sensitivity analysis suggests that the shape of the obtained impulse response functions is fairly robust with respect to the number of lags in the VAR, sample size, and the formulation of the policy rule. Also, we find evidence that foreign shocks are very important for understanding Swedish business cycles. In particular, they account for a large fraction of the lower frequency movements in output and inflation, whereas domestic shocks generate most of the high frequency movements in the data.","2003",2023-03-16 15:49:41,2023-03-16 15:49:41,1678492800,NA,NA,NA,NA,NA,NA,"Monetary Policy Shocks and Business Cycle Fluctuations in a Small Open Economy",NA,NA,NA,NA,"Sveriges Riksbank Working Paper Series",NA,"eng",NA,"Working Paper",NA,NA,"www.econstor.eu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10869
"ref_06812","HH4TM2LJ","journalArticle",2012,"Sznajderska, Anna","On Asymmetric Effects in a Monetary Policy Rule: The Case of Poland",NA,NA,NA,"10.2139/ssrn.2163516","https://papers.ssrn.com/abstract=2163516","Asymmetric effects in a monetary policy rule could appear due to asymmetric preferences of the central bank or/and due to nonlinearities in the economic system. It might be suspected that monetary authorities are more aggressive to the inflation rate when it is above its target level than when it is below. It also seems probable that monetary authorities have different preferences and react more strongly when the level of economic activity is low than when it is high. In this paper we investigate whether the reaction function of the National Bank of Poland (NBP) is asymmetric according to the level of inflation gap and the level of output gap. Moreover, we test whether these asymmetries might possibly stem from the nonlinearities in the Phillips curve. Threshold models are applied and two cases of unknown and known threshold value are investigated.","2012-10-01",2023-03-16 15:32:48,2023-03-16 15:32:48,1677092764,NA,NA,NA,NA,NA,NA,"On Asymmetric Effects in a Monetary Policy Rule",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"Social Science Research Network",NA,"Place: Rochester, NY",NA,NA,NA,"asymmetries; nonlinear Phillips curve; nonlinear Taylor rule; threshold models",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6425
"ref_09412","7QJ6D35U","journalArticle",2014,"Abd. Majid, M. Shabri; Hasin, Z.","Islamic banks and monetary transmission mechanism in Malaysia","Journal of Economic Cooperation and Development",NA,NA,NA,NA,"Monetary policy influences the real economy through various channels including the bank lending. Currently, Malaysia is operating under dual banking systems; conventional and Islamic banking. The latter has distinctive feature of interest-free. Hence, this study aims to empirically explore the relevance of Islamic banks' financing in channeling the monetary policy effects to the real economy. To achieve this objective, the study relies on an autoregressive distributed lag (ARDL) bound testing approach and innovation accounting approach, and uses quarterly data spanning from 1991:Q1 to 2010:Q4. The study documents that Islamic financing channel for monetary transmission exists in Malaysia. Islamic financing is unequally distributed to economic sectors in response to monetary policy shock. Furthermore, the findings also reflect that Islamic banking as operating in dual banking system is not spared from the interest rate and monetary conditions of the country. This clearly shows the behavior of Islamic banking which cannot shun away from the interest rate while its operation delinks from the interest rates. In designing monetary policy, the central bank should consider Islamic financing as an alternative or complement channel for monetary transmission since this channel is just as active as conventional lending channel.","2014-01-01",2023-03-16 15:43:33,2023-03-16 15:43:33,NA,"137-166",NA,NA,"35",NA,"Journal of Economic Cooperation and Development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,NA,"https://www.researchgate.net/profile/M-Shabri-Abd-Majid/publication/287319884_Islamic_banks_and_monetary_transmission_mechanism_in_Malaysia/links/568e814708aead3f42efde5b/Islamic-banks-and-monetary-transmission-mechanism-in-Malaysia.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8954
"ref_08432","9LZ2JW7C","journalArticle",2017,"Gambacorta, Leonardo; Murcia, Andrés","The Impact of Macroprudential Policies and Their Interaction with Monetary Policy: An Empirical Analysis Using Credit Registry Data",NA,NA,NA,NA,"https://papers.ssrn.com/abstract=2967307","This paper summarises the results of a joint research project by eight central banks in the Americas region to evaluate the effectiveness of macroprudential tools and their interaction with monetary policy. In particular, using meta-analysis techniques, we summarise the results for five Latin American countries (Argentina, Brazil, Colombia, Mexico and Peru) that use confidential bank-loan data. The use of granular credit registry data helps us to disentangle loan demand from loan supply effects without making strong assumptions. Results from another three countries (Canada, Chile and the United States) corroborate the analysis using data for credit origination and borrower characteristics. The main conclusions are that (i) macroprudential policies have been quite effective in stabilising credit cycles. The propagation of the effects to credit growth is more rapid (they materialise after one quarter) for policies aimed at curbing the cycle than for policies aimed at fostering resilience (which take effect within a year); and (ii) macroprudential tools have a greater effect on credit growth when reinforced by the use of monetary policy to push in the same direction.","2017-05-01",2023-03-16 15:39:32,2023-03-16 15:39:32,1678274107,NA,NA,NA,NA,NA,NA,"The Impact of Macroprudential Policies and Their Interaction with Monetary Policy",NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,NA,"Social Science Research Network",NA,"Place: Rochester, NY",NA,NA,NA,"meta-analysis; bank lending; credit registry data; macroprudential policies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8005
"ref_00184","DL3VAHYT","journalArticle",2017,"Koursaros, Demetris","Labor Market Dynamics When (Un)employment Is a Social Norm","Journal of Economic Behavior and Organization",NA,"01672681",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1656082&site=ehost-live","This paper proposes a new Keynesian model with search and matching frictions in the labor market that can account for the cyclicality and persistence of vacancies, unemployment, job creation, inflation and the real wage, after a monetary shock. Motivated by evidence from psychology, unemployment is modeled as a social norm. The norm is defined here as the belief that individuals in society prioritize, or should prioritize the search for gainful employment, whereas those who do not are perceived as outside the norm and, consequently, stigmatized. Households pressure the unemployed to find jobs: the fewer unemployed workers there are, the more supporters the norm has and therefore the greater the pressure and psychological cost experienced by each jobseeker. As this psychological cost is procyclical, it hinders the wage from absorbing most of the effect of the shock. Thus, the model is able to capture the high volatility of vacancies and unemployment observed in the data, accounting for the Shimer puzzle. The paper also departs from the literature by introducing price rigidity in the labor market, inducing additional inertia and persistence in inflation and the real wage after a monetary shock. The model's responses after a monetary shock are in line with the responses obtained from a VAR on US data.","2017-02",2023-02-13 13:34:21,2023-02-13 13:34:21,NA,"96-116",NA,NA,"134",NA,"Journal of Economic Behavior and Organization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh",NA,"EBSCOhost",NA,NA,NA,NA,NA,"Intergenerational Income Distribution; Unemployment; Wages; Employment; Inflation; Aggregate Human Capital; Aggregate Labor Productivity E24; Business Fluctuations; Cycles E32; Deflation E31; Monetary Policy E52; Price Level; General Aggregative Models: Keynes; Keynesian; Post-Keynesian E12; Wage Differentials J31; Wage Level and Structure; Nonwage Labor Costs and Benefits; Private Pensions J32; Retirement Plans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182
"ref_05147","42NSHMCE","journalArticle",2001,"Schmitt-Grohe, Stephanie; Uribe, Martin","Stabilization Policy and the Costs of Dollarization","Journal of Money, Credit, and Banking",NA,"00222879",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0843010&site=ehost-live","This paper compares the welfare costs of business cycles in a dollarized economy to those arising in economies with different monetary arrangements. The alternative monetary policy regimes studied belong to three broad families: devaluation rate rules, inflation targeting, and money growth rate rules. The analysis is conducted within an optimizing model of a small open economy with sticky prices. The model is calibrated to the Mexican economy and is driven by three external shocks: terms of trade, world interest rate, and import-price inflation. We show econometrically that these shocks explain at a minimum 45 percent of the observed forecasting error variance of Mexican output and the Mexican real exchange rate at 8-to 16-quarter horizons. The model fits the data relatively well in the sense that it can account for the volatility and comovements of key macroeconomic indicators such as output, consumption, inflation, and the real exchange rate. The welfare comparisons suggest that dollarization is the least successful of the monetary policy rules considered: agents are willing to give up between 0.1 and 0.3 percent of their nonstochastic steady-state consumption to see a policy other than dollarization implemented.","2001-05-02",2023-02-13 13:37:44,2023-02-13 13:37:44,NA,"482-509",NA,"2","33",NA,"Journal of Money, Credit, and Banking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eoh","Availability Note: Information provided in collaboration with the RePEc Project: http://repec.org","EBSCOhost",NA,NA,NA,NA,NA,"International Monetary Arrangements and Institutions F33; Open Economy Macroeconomics F41; Comparative or Joint Analysis of Fiscal and Monetary Policy; Stabilization; Treasury Policy E63; Fiscal and Monetary Policy in Development O23; Central Banks and Their Policies E58; Corporate Finance and Governance O16; Economic Development: Financial Markets; Saving and Capital Investment; International Linkages to Development; Role of International Organizations O19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4889
