record_id,label,key,item type,publication year,author,title,publication title,isbn,issn,doi,url,abstract note,date,date added,date modified,access date,pages,num pages,issue,volume,number of volumes,journal abbreviation,short title,series,series number,series text,series title,publisher,place,language,rights,type,archive,archive location,library catalog,call number,extra,notes,file attachments,link attachments,manual tags,automatic tags,editor,series editor,translator,contributor,attorney agent,book author,cast member,commenter,composer,cosponsor,counsel,interviewer,producer,recipient,reviewed author,scriptwriter,words by,guest,number,edition,running time,scale,medium,artwork size,filing date,application number,assignee,issuing authority,country,meeting name,conference name,court,references,reporter,legal status,priority numbers,programming language,version,system,code,code number,section,session,committee,history,legislative body,matches,included,exported_notes_1,asreview_ranking
10513,ref_11566,T6EA38XY,journalArticle,2019.0,"Ettmeier, Stephanie; Kriwoluzky, Alexander","Same, but different? Testing monetary policy shock measures",Economics Letters,,0165-1765,10.1016/j.econlet.2019.108640,https://www.sciencedirect.com/science/article/pii/S0165176519303155,"In this study, we determine the reliability and exogeneity of four popular monetary policy shock measures, namely the narrative series of Romer and Romer (2004), the high-frequency series of Barakchian and Crowe (2013), the high-frequency series of Gertler and Karadi (2015), and the hybrid series of Miranda-Agrippino and Ricco (2018b). To this end, we employ the Proxy-SVAR model and different empirical diagnostic tools to determine the shock measures’ information content. We find that the measure of Miranda-Agrippino and Ricco (2018b), combining the insights from the narrative approach and high-frequency identification, outperforms the other three series.",2019-11-01,2023-03-16 15:50:06,2023-03-16 15:50:06,1678548745.0,108640,,,184,,Economics Letters,"Same, but different?",,,,,,,en,,,,,ScienceDirect,,,,,,Identification with external instruments; Monetary policy shock measures; Proxy-SVAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11020,1,222,1944
6717,ref_07151,MVT6YQM2,journalArticle,,"Fragetta, Matteo",Università degli Studi di Salerno Centro di Economia del Lavoro e di Politica Economica,,,,,,"There is an ongoing debate on how to identify monetary policy shocks in SVAR models. Graphical modelling exploits statistical properties of data for identification and offers a data based tool to shed light on the issue. We conduct a cross-country analysis, considering European Monetary Union (EMU), Japan and US. We obtain some important results. The information set of the monetary authorities, which is essential for the identification of the monetary shock seems to depend on availability of data in terms of higher frequency with respect to the policy instrument (US and Japan). Moreover, there is not yet a widespread consensus on whether or not the European Monetary Union should be considered as a closed economy. Our results indicate that EMU official interest rate depends on the US federal funds rate.",,2023-03-16 15:34:14,2023-03-16 15:34:14,,,,,,,,,,,,,,,en,,,,,Zotero,,,,,https://core.ac.uk/download/pdf/6293527.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6750,1,222,1945
7419,ref_07941,PN7Q7VKI,journalArticle,2014.0,"Klotz, Philipp; Lin, Tsoyu Calvin; Hsu, Shih-Hsun","Global commodity prices, economic activity and monetary policy: The relevance of China",Resources Policy,,0301-4207,10.1016/j.resourpol.2014.08.001,https://www.sciencedirect.com/science/article/pii/S0301420714000622,"After decades of strong economic growth, industrialization and rising living standards, China has become a dominant player in commodity markets. This study attempts to shed light on the role of China in global commodity price dynamics. The empirical analysis applies (Toda and Yamamoto, 1995, J Econom, 66, 225–250) type Granger causality tests and Generalized Impulse Response Functions (GIRF) to examine causal linkages and short-run dynamics between global commodity prices, economic activity, and monetary policy of China from 1998 to 2012. Our results provide evidence that economic activity is Granger causing both energy and industrial metals prices. As for the GIRF analysis, our findings suggest that energy and industrial metals prices respond positively to an increase in the economic activity and that agricultural as well as energy commodity prices overshoot after a drop in the real interest rate of China. We further find evidence that industrial metals prices tend to be higher when China׳s exchange rate system is relaxed.",2014-12-01,2023-03-16 15:37:09,2023-03-16 15:37:09,1678199403.0,1-9,,,42,,Resources Policy,"Global commodity prices, economic activity and monetary policy",,,,,,,en,,,,,ScienceDirect,,,,,,China; Commodity price; Generalized impulse response function; Overshooting; Toda–Yamamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7528,1,222,1946
7361,ref_07878,5CSQRELK,journalArticle,2009.0,"Li, Ming-Yuan Leon",Reexamining Asymmetric Effects of Monetary and Government Spending Policies on Economic Growth Using Quantile Regression,The Journal of Developing Areas,,0022-037X,,https://www.jstor.org/stable/40376277,"Macroeconomic data for G7 countries during 1959-2005 were analyzed to examine the asymmetric effects of monetary and government spending policies on economic growth. A key feature of this study is analysis of the changing distribution of real GDP across countries and over time by quantile regression (QR) model and comparison of the results with OLS and LAD estimates. The empirical results of this model differ from those obtained by OLS and LAD estimates since the QR method processes more information from the sample distribution. The nonlinearities derived from conditional QR revealed considerable differences, including differences in sign and in the magnitude of the two government policies on real output across various business cycle stages.",2009,2023-03-16 15:37:05,2023-03-16 15:37:05,1678199008.0,137-154,,1,43,,,,,,,,,,,,,,,JSTOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7465,1,221,1947
3724,ref_03815,XNSJVPDY,journalArticle,2015.0,"Vespignani, Joaquin L.",On the Differential Impact of Monetary Policy across States/Territories and Its Determinants in Australia: Evidence and New Methodology from a Small Open Economy,"Journal of International Financial Markets, Institutions and Money",,10424431,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1491703&site=ehost-live,"Monetary shocks largely affect economic activity in Western Australia. In smaller proportion, those shocks generate contractions in New South Wales, Victoria and South Australia, while economic activity in Queensland is significantly less affected. Finally, we develop a new approach to uncover the determinants of the differential state/territory responses to monetary shocks. Our estimation validates the theoretical assumptions that differences in industrial composition, exposure to international trade and household debt across states/territories are important determinants of these differences.",2015-01,2023-02-13 13:36:48,2023-02-13 13:36:48,,1-13,,Query date: 2023-02-09 16:59:31,34,,"Journal of International Financial Markets, Institutions and Money",,,,,,,,,,,eoh,,EBSCOhost,,,,,,Business Fluctuations; Cycles E32; Monetary Policy E52; Open Economy Macroeconomics F41; Empirical Studies of Trade F14; Household Saving; Personal Finance D14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3682,1,222,1948
9082,ref_09911,4ZEMSN45,journalArticle,2020.0,"Onifade, Stephen; Alagöz, Mehmet; Erdogan, Savas; Obademi, Olalekan","Inflation, Oil Revenue, and Monetary Policy Mix in an Oil-Dependent Economy: Empirical Insights from the Case of Nigeria","International Journal of Business, Economics and Management",,,10.18488/journal.62.2020.72.96.109,,"Oil revenues in many nations have remained largely unstable owing to factors like volatility in global oil prices and output regulations among other international and domestic issues, thereby affecting the stability of many oil-dependent economies. This study examines the combined impacts of oil revenue and inflation on the economic growth of Nigeria within the framework of the Autoregressive Distributed Lags models (ARDL) while incorporating selected monetary policy measures in the model to fit into the country’s inflationary scenario amidst dwindling oil revenue in recent times. The empirical result provides evidence that both oil revenue and inflation exert significant diametric impacts on economic growth in Nigeria. While the former demonstrates a positive impact on growth the latter has a negative impact within the period of the study (1981-2017). The Granger Causality test also provides complementary evidence of causality from both oil revenue and monetary policy measures to growth. Considering the vulnerability of oil revenue to external shocks, we strongly recommend mapping out of aggressive diversification program to reduce the current huge dependence on oil proceeds while the monetary authorities keep close tabs on regulating the monetary environment to efficiently mitigate the negative impacts of inflation to facilitate sustainable growth in the long-run",2020-01-01,2023-03-16 15:44:53,2023-03-16 15:44:53,,96-109,,,7,,"International Journal of Business, Economics and Management","Inflation, Oil Revenue, and Monetary Policy Mix in an Oil-Dependent Economy",,,,,,,,,,,,ResearchGate,,,,,https://www.researchgate.net/profile/Stephen-Onifade/publication/340592121_Inflation_Oil_Revenue_and_Monetary_Policy_Mix_in_an_Oil-Dependent_Economy_Empirical_Insights_from_the_Case_of_Nigeria/links/5eb6a5624585152169c1177e/Inflation-Oil-Revenue-and-Monetary-Policy-Mix-in-an-Oil-Dependent-Economy-Empirical-Insights-from-the-Case-of-Nigeria.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9437,1,222,1949
3741,ref_03833,6YZLATYA,journalArticle,1997.0,"Bernanke, Ben S.; Gertler, Mark; Watson, Mark",Systematic Monetary Policy and the Effects of Oil Price Shocks,Brookings Papers on Economic Activity,,00072303,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0436994&site=ehost-live,"Macroeconomic shocks, such as oil price shocks, induce a systematic (endogenous) response of monetary policy. The authors develop a VAR-based technique for decomposing the total economic effects of a given exogenous shock into the portion attributable directly to the shock itself and the part arising from the policy response to the shock. Although the standard errors are large, in their application the authors find that a substantial part of the recessionary impact of an oil price shock results from the endogenous tightening of monetary policy rather than from the increase in oil prices per se.",1997,2023-02-13 13:36:49,2023-02-13 13:36:49,,91-142,,Query date: 2023-02-09 16:59:31,,,Brookings Papers on Economic Activity,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Business Fluctuations; Cycles E32; Monetary Policy E52; Studies of Particular Policy Episodes E65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700,1,221,1950
8036,ref_08671,KB7HJW35,journalArticle,2010.0,"Napolitano, Oreste; Montagnoli, Alberto",The European Unemployment Gap and the Role of Monetary Policy,Economics Bulletin,,1545-2921,,http://dspace.stir.ac.uk/handle/1893/11816,"This study will shed some light on the debate on the impact of monetary policy on the labour market in Europe. The Phillips curve implies that demand-induced changes in inflation tend to lag behind movements in the unemployment rate, which means that a comparison between the actual unemployment rate and the NAIRU may be helpful in forecasting future changes in inflation. By using an unobserved component model with a Kalman filter we estimate the NAIRU for three countries in the euro area. Moreover, using a Markov switching model we investigate whether European monetary policy is responsible for these unemployment gaps and whether the interest rate is transmitted asymmetrically across countries.",2010-05,2023-03-16 15:40:21,2023-03-16 15:40:21,1678278506.0,1346-1358,,2,30,,,,,,,,,,en,,,,,dspace.stir.ac.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8237,1,222,1951
9158,ref_10002,78SXLYP3,journalArticle,2022.0,"Jiang, Shifu",The Effect of Monetary Policies on Inflation: A Fiscal Perspective,,,,10.2139/ssrn.4289110,https://papers.ssrn.com/abstract=4289110,"We estimate how US monetary policies, namely the current fed funds rate, forward guidance, and large-scale asset purchases, affect inflation. The effect of large-scale asset purchases on inflation is found to be much smaller than the other policies and can have the opposite sign in the short run. This difference is accounted for by the responses of fiscal policy. While fiscal policy is eased in response to monetary tightening in the short run, the long-term fiscal consolidation is less intense under unconventional monetary policies.",2022-11-30,2023-03-16 15:45:14,2023-03-16 15:45:14,1678378396.0,,,,,,,The Effect of Monetary Policies on Inflation,,,,,,,en,,,,,Social Science Research Network,,"Place: Rochester, NY",,,,monetary policy shocks; VAR; Fiscal theory of the price level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9526,1,111,1952
7818,ref_08410,2NHZ3CD6,report,2021.0,"Mimir, Yasin; Mæhlum, Mathis; Torstensen, Kjersti Næss",Distributional effects of monetary policy in Norway,,,,,https://www.econstor.eu/handle/10419/246158,"We quantify the short-term effects of both non-systematic and systematic monetary policy on the income and wealth distribution in Norway, and measure the relative importance of the various channels. An expansionary monetary policy shock is found to disproportionally benefit the young as well as households with middle to lower income and wealth, and it reduces inequality in disposable income and wealth. The key channel for disposable income is the savings redistribution channel, whereby households with high debt-to-income ratios gain relatively more from a lower interest rate. Because of the high home ownership rate in Norway, most households gain from higher house prices, but the middle and lower part of the distribution gain relatively more as they are more indebted. We also find that systematic monetary policy, aimed at stabilizing cyclical fluctuations in output and inflation, also tends to stabilize income and wealth inequality.",2021,2023-03-16 15:39:30,2023-03-16 15:39:30,1678273984.0,,,,,,,,,,,,Staff Memo,,eng,,Research Report,,,www.econstor.eu,,,,,,,,,,,,,,,,,,,,,,,,,,4/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,7983,1,112,1953
976,ref_00923,CACQQLPB,journalArticle,2019.0,"Leahy, John V.; Thapar, Aditi",Demographic Effects on the Impact of Monetary Policy,,,,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1798668&site=ehost-live,"We study whether the effects of monetary policy are dependent on the demographic structure of the population. We exploit cross-sectional variation in the response of US states to an identified monetary policy shock. We find that there are three distinct age groups. In response to an increase in interest rates, the responses of private employment and personal income are weaker the greater the share of population under 35 years of age, are stronger the greater the share between 40 and 65 years of age, and are relatively unaffected by the share older than 65 years. We find that all age groups become more responsive to monetary policy shocks when the proportion of middle aged increases. We provide evidence consistent with middle aged entrepreneurs starting and expanding businesses in response to an expansionary monetary shock.",2019,2023-02-13 13:34:50,2023-02-13 13:34:50,,,,,,,,,,,,,,,,,,eoh,Availability Note: Information provided in collaboration with the RePEc Project: http://repec.org,EBSCOhost,,,,,,"Business Fluctuations; Cycles E32; Monetary Policy E52; Demographic Trends, Macroeconomic Effects, and Forecasts J11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903,1,112,1954
1433,ref_01451,XL5MXN4H,journalArticle,2020.0,"Mihajlovic, Vladimir",The New Keynesian Phillips Curve and the Effects of Domestic Inflation Drivers in the Republic of Serbia,Ekonomski Horizonti/Economic Horizons,,1450863X,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1869866&site=ehost-live,"This study investigates the validity of the New Keynesian Phillips curve in the Republic of Serbia. By means of empirical analysis, the impact of domestic inflation drivers, i.e. inflation expectations, real marginal costs and the output gap, is quantified. The results reveal that inflation in Serbia responds more intensively to negative rather than positive supply and demand shocks as it decreases more significantly in economic contraction than in expansion. The estimated model of the New Keynesian Phillips curve with marginal costs gives the unambiguous evidence that the growth of cost-push inflation could be reduced by a productivity-enhancing policy. Expected inflation significantly impacts the actual inflation rate, albeit inflation dynamics are dominated by inertia, i.e. past rates affect the current. The empirical estimate of the New Keynesian Phillips curve model with the output gap that indicates monetary expansion in the Republic of Serbia might, inter alia, stimulate the economic activity without causing significant inflationary pressures to occur.",2020-05,2023-02-13 13:35:10,2023-02-13 13:35:10,,83-98,,2,22,,Ekonomski Horizonti/Economic Horizons,,,,,,,,,,,eoh,,EBSCOhost,,,,,,"Inflation; Business Fluctuations; Cycles E32; Deflation E31; Macroeconomics: Production E23; Monetary Policy E52; Price Level; General Aggregative Models: Keynes; Keynesian; Modern Monetary Theory E12; Post-Keynesian; Inflation P24; Money; Socialist Systems and Transitional Economies: National Income, Product, and Expenditure",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379,1,221,1955
5707,ref_06028,MTGRAP6B,journalArticle,2006.0,"Gerlach-Kristen, Petra",Internal and External Shocks in Hong Kong: Empirical Evidence and Policy Options,Economic Modelling,,02649993,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0832968&site=ehost-live,"This paper estimates a small structural model of the Hong Kong economy using quarterly data for the period 1990 to 2002 on the output gap, CPI, property and import prices, the nominal interest rate and the nominal effective exchange rate. We find that fluctuations in the output gap are mainly driven by external factors, while CPI inflation is also affected by domestic shocks. The paper provides counterfactual simulations of how the economy would have evolved under alternative monetary arrangements. To that end, we simulate the model using an interest rate reaction function of the Taylor type and a Singapore-style reaction function for the nominal effective exchange rate. The results suggest that these regimes would have led to different inflation trajectories but that economic activity would have behaved similarly.",2006-01,2023-02-13 13:38:23,2023-02-13 13:38:23,,56-75,,1,23,,Economic Modelling,,,,,,,,,,,eoh,,EBSCOhost,,,,,,"Business Fluctuations; Cycles E32; Prices, Business Fluctuations, and Cycles: Forecasting and Simulation: Models and Applications E37; Money and Interest Rates: Forecasting and Simulation: Models and Applications E47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5678,1,122,1956
2780,ref_02833,QWAQFJ9V,journalArticle,2018.0,"Chen, Pu; Semmler, Willi","Financial Stress, Regime Switching and Spillover Effects: Evidence from a Multi-regime Global VAR Model",Journal of Economic Dynamics and Control,,01651889,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1781425&site=ehost-live,"The globalization process leads to increasing synchronization of business cycles among different countries. As a consequence, many policy makers and Central Banks are afraid of vulnerabilities of their countries arising from external risk drivers. In this paper we develop a multi-regime global VAR model to study the spillover effects in financial markets, in goods markets and between financial markets and goods markets across countries, which are assumed to be either in a high financial stress regime or in a low financial stress regime. It turns out that in both the high and the low stress regimes financial shocks to a country, big or small one, can have large and persistent impacts on financial markets of other countries, and only in the high stress regime financial shocks to a country can have some negative output effects on other countries. In the high stress regime output shocks of a big country can have larger effects on financial conditions than those of a small country, while in the low stress regime output shocks of a country, big or small, have little impact on financial conditions. Further, we study the effects of global and regional shocks, as well as the spillover effects of national monetary policies and internationally coordinated policies on the financial and real sectors.",2018-06,2023-02-13 13:36:07,2023-02-13 13:36:07,,318-348,,,91,,Journal of Economic Dynamics and Control,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Business Fluctuations; Cycles E32; Monetary Policy E52; Financial Crises G01; Financial Markets and the Macroeconomy E44; Central Banks and Their Policies E58; International Business Cycles F44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2732,1,222,1957
459,ref_00370,AB35596F,journalArticle,2012.0,"Islas C., Alejandro; Cortez, Willy Walter",Mexico: What Is the Impact of Monetary Policy on Unemployment Rates?,CEPAL Review,,02512920,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1387575&site=ehost-live,"In this paper we analyse the effects of a monetary policy shock on Mexican unemployment rates. Unlike previous studies, this one re-estimates unemployment to produce alternative rates comparable to those of the Organization for Economic Cooperation and Development (OECD) member countries. We find that in response to tightening monetary policy, unemployment increases with a characteristic hump-shaped pattern also found in other studies. Our results are robust to different assumptions about the nature of Mexico's labour market.",2012-08,2023-02-13 13:34:27,2023-02-13 13:34:27,,183-201,,Query date: 2023-02-09 13:47:53,,,CEPAL Review,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Intergenerational Income Distribution; Unemployment; Wages; Employment; Aggregate Human Capital; Aggregate Labor Productivity E24; Monetary Policy E52; Macroeconomic Analyses of Economic Development O11; Fiscal and Monetary Policy in Development O23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,1,221,1958
10617,ref_11691,48IJIAIS,journalArticle,2020.0,"Troug, Haytem",Monetary policy with non-separable government spending,Journal of Applied Economics,,1514-0326,10.1080/15140326.2020.1793281,https://doi.org/10.1080/15140326.2020.1793281,"The significant role of government consumption in affecting economic conditions raises the necessity for monetary policy to take into account the behaviour of fiscal policy and to also take into account how the presence of the fiscal sector might affect the transmission mechanism of monetary policy in the economy. To test for this, we build an otherwise standard New Keynesian model that incorporates non-separable government consumption. The simulations of the model show that when government consumption has a crowding-in effect on private consumption, it will dampen the transmission mechanism of monetary policy, and vice versa. The empirical estimations of the paper also support the theoretical findings of the model, as the panel regressions show that, in OECD countries, government consumption dampens the effect of the policy rate on private consumption. These results are robust to the zero lower bound era.",2020-01-01,2023-03-27 14:47:48,2023-03-27 14:47:48,1678549864.0,426-449,,1,23,,,,,,,,,,,,,,,Taylor and Francis+NEJM,,,,,,monetary policy; business cycle; joint analysis of fiscal and monetary policy; New Keynesian models,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11135,1,112,1959
7546,ref_08098,ACGDUQNI,journalArticle,2022.0,"Laumer, Sebastian; Schaffer, Matthew",Monetary Policy Transmission Under Supply Chain Pressures: Pre-Pandemic Evidence from the US,,,,10.2139/ssrn.4307397,https://papers.ssrn.com/abstract=4307397,"We investigate how supply chain conditions influence the transmission of monetary policy. Using a nonlinear local projection framework and a new index of supply chain conditions, we find that greater pressure on supply chains amplifies the standard effects of monetary policy on key macroeconomic variables.  We argue that this is due to heightened financial frictions. Various measures of credit costs react more strongly to monetary policy when supply chain conditions are tight. The greater sensitivity of external finance premia in the high supply chain pressure state results in financially-constrained firms and households lowering their spending more following a contractionary monetary policy shock.",2022-12-19,2023-03-16 15:38:10,2023-03-16 15:38:10,1678205083.0,,,,,,,Monetary Policy Transmission Under Supply Chain Pressures,,,,,,,en,,,,,Social Science Research Network,,"Place: Rochester, NY",,,,Monetary policy; shock propagation; supply chain disruption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7681,1,221,1960
7485,ref_08020,E2ZJPGNN,journalArticle,2001.0,"Cecchetti, Stephen G.; Krause, Stefan","Financial Structure, Macroeconomic Stability and Monetary Policy",,,,10.3386/w8354,https://www.nber.org/papers/w8354,"Over the past twenty years, macroeconomic performance has improved markedly in industrialized and developing countries alike. Both inflation and real growth are more stable now than they were in the 1980s. This stability has been accompanied by dramatic changes in financial structure. We examine the connection between these concurrent events using data from 23 developed and emerging markets countries. There are a number of possible explanations for the widespread improvement in economic outcomes over the past two decades. There is the very real possibility that the world has become a more stable place. Alternatively, monetary policymakers may have become more skillful in carry out their stabilization objectives. That is, the monetary policy of the 1990s may have been more efficient than it was in the 1980s. We provide evidence that policy has in fact improved, suggesting that a rise in the competence of central bankers. But the ability of policymakers to carry out their job depends crucially on their having the tools necessary to reduce inflation and output volatility. The transmission of these interest rate movements to domestic output and prices depends on the structure of the country's banking system and financial markets. We show that a reduction in direct state ownership of banking system assets and the introduction of explicit deposit insurance can help explain the simultaneous improvement in the efficiency of monetary policy and stabilization of the macroeconomy.",2001-07,2023-03-16 15:37:54,2023-03-16 15:37:54,1678203266.0,,,,,,,,,,,,,,,,,,,National Bureau of Economic Research,,Publisher: National Bureau of Economic Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7606,1,222,1961
10368,ref_11404,YYKYCKVG,journalArticle,2004.0,"Us, Vuslat",Inflation dynamics and monetary policy strategy: some prospects for the Turkish economy,Journal of Policy Modeling,,0161-8938,10.1016/j.jpolmod.2004.07.001,https://www.sciencedirect.com/science/article/pii/S0161893804001115,"This paper analyzes the dynamics of inflation in the Turkish economy, which has experienced increasingly high levels of inflation over the last 30 years. By conducting a Vector Autoregression (VAR) analysis, the variance decomposition (VDC) and the impulse response functions (IRF) show that the relatively high and inertial nature of inflation mainly stems from the increases in public sector prices and the depreciation of the Turkish lira. On the other hand, the Granger causality tests as well as the VDC and IRF demonstrate that high prices have not been as a result of an expansionary monetary policy. These results together with the previous results show that inertial inflation is not a monetary phenomenon in Turkey, but rather an outcome of a political misconduct, which therefore shows the fiscal dominance.",2004-12-01,2023-03-16 15:49:41,2023-03-16 15:49:41,1678492800.0,1003-1013,,8,26,,Journal of Policy Modeling,Inflation dynamics and monetary policy strategy,,,,,,,en,,,,,ScienceDirect,,,,,,Fiscal dominance; Credibility; Impulse response function; Vector Autoregression; Inflation inertia; News effect; Persistent inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10868,1,221,1962
9228,ref_10078,ZGV5TAF3,journalArticle,2018.0,"Evans, Olaniyi; Adeniji, Sesan; Nwaogwugwu, Isaac; Kelikume, Ikechukwu; Dakare, Olamitunji; Oke, Olubode",The relative effect of monetary and fiscal policy on economic development in Africa: a GMM approach to the St. Louis equation,,,,,,"With the aid of the St. Louis equation and the general method of moments (GMM) approach, this study investigates the relative effect of monetary and fiscal policy on economic development in Africa within the period 1995–2016. The study shows that money supply has significant positive relationship with GDP per capita while interest rate has significant negative effects. Government spending has significant negative relationship with GDP per capita while taxation has significant positive effects. Other macroeconomic variables such as primary enrollment and openness to trade have significant positive effects while inflation has negative effects. The environmental variable, carbon emissions, has significant negative effects. Among the institutional variables, corruption has significant negative effects. The results therefore support both Keynesian and monetarist positive policy assertions: Money supply, interest rate, government spending and taxation are viable instruments to stabilize output. However, this study shows that utilizing monetary policy and interest rate as policy tools is more powerful than using government spending and taxation. This is in line with the predictions of Milton Friedman and Schwartz (1963) and other advocates of the St. Louis equation. Therefore, in order to attain higher economic development, African economies should rely more on monetary policy as compared to fiscal policy.",2018-08-06,2023-03-16 15:45:28,2023-03-16 15:45:28,,3-23,,,2,,,The relative effect of monetary and fiscal policy on economic development in Africa,,,,,,,,,,,,ResearchGate,,,,,https://www.researchgate.net/profile/Sesan-Adeniji/publication/328124913_The_relative_effect_of_monetary_and_fiscal_policy_on_economic_development_in_Africa_a_GMM_approach_to_the_St_Louis_equation/links/5bcb5c9e299bf17a1c62e7f6/The-relative-effect-of-monetary-and-fiscal-policy-on-economic-development-in-Africa-a-GMM-approach-to-the-St-Louis-equation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9601,1,111,1963
135,ref_00029,3WWNHQSB,journalArticle,2015.0,"Perry, Bryan; Phillips, Kerk L.; Spencer, David E.",State-Level Variation in the Real Wage Response to Monetary Policy,Annals of Economics and Finance,,15297373,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1527673&site=ehost-live,"This paper investigates the disparate state-level responses of real wages to monetary policy shocks. We report evidence that the response of real wages to monetary policy shocks is slightly procyclical. Using state-level structural vector autoregression models, we find disparity even resulting in some states exhibiting strong procyclical responses and others countercyclical real wage responses. This heterogeneity can be explained by cross-state differences in unemployment, agriculture share in state GDP, the unionization rate, and the importance of intermediate goods in state production. This last effect confirms a hypothesis proffered by Huang, Liu, and Phaneuf (2004).",2015-05,2023-02-13 13:34:15,2023-02-13 13:34:15,,1-17,,1,16,,Annals of Economics and Finance,,,,,,,,,,,eoh,,EBSCOhost,,,,,,"Intergenerational Income Distribution; Unemployment; Wages; Employment; Aggregate Human Capital; Aggregate Labor Productivity E24; Business Fluctuations; Cycles E32; Monetary Policy E52; Neighborhood Characteristics R23; Population; Regional Labor Markets; Urban, Rural, Regional, Real Estate, and Transportation Economics: Regional Migration; Wage Differentials J31; Wage Level and Structure; General Aggregative Models: Neoclassical E13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,222,1964
6420,ref_06780,7TZMMXX9,journalArticle,,"Li, Fuchun; St-Amant, Pierre","Financial Stress, Monetary Policy, and Economic Activity: A Nonlinear Approach",,,,,,"This paper examines empirically whether ﬁnancial stress conditions play a role as a nonlinear propagator of monetary policy shocks. This propagation takes the form of a threshold vector autoregression in which a regime change occurs if ﬁnancial stress conditions cross a critical threshold. Using nonlinear analysis methods, we examine questions like: Does monetary policy have the same effect on the real economy in the low ﬁnancial stress regime and high ﬁnancial stress regime? Suppose that the economy be currently in a given ﬁnancial stress regime, does monetary policy shock have a substantial effect on the transition probability from the given regime to another. As suggested among the ﬁndings in this paper, contractionary monetary shocks typically have a larger effect than expansionary monetary shocks, and large contractionary monetary shocks have larger effects on output in the high ﬁnancial stress regime than do in low ﬁnancial stress regime. Large contractionary monetary shocks increase the likelihood of being in the high ﬁnancial stress regime.",,2023-03-16 15:32:47,2023-03-16 15:32:47,,,,,,,,,,,,,,,en,,,,,Zotero,,,,,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=0063025ac131b0aa524b0a98e651af65460701c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6394,1,221,1965
