"label","id","record_id","key","author","title","publication year","publication title","issue","volume","item type","abstract note","doi","url","bibtexkey","most_recent_version_available","not_available","retracted","duplicate","pdf_source","access_date","personal_id","master_bachelor_thesis","notes_pdf_download","matches"
"ref_1310","14",7804,"ETQQSLL5","Magwedere, Margaret Rutendo; Marozva, Godfrey","Monetary Policy and Inequality Links: Should Central Banks be Concerned?",2022,"Global Business Review",NA,NA,"journalArticle","In this article, the link between monetary policy and inequality is investigated using the vector auto regression based impulse response functions. The study was motivated by persistent high income inequality in South Africa and the COVID-19 pandemic has renewed the debate on the links between monetary policy and inequality. South African annual time series data from 1990 to 2021 was used to examine the relationship between monetary policy and inequality. The impulse response functions show that the overall income distribution is briefly improved following a monetary policy shock. The findings suggest a fluctuating effect of monetary policy on inequality of which after period six a shock to monetary policy has no effect to inequality since the relationship reaches a stable state. The policy implication is the countercyclical use of monetary policy to reduce inequality is only effective in the early phases and in the long term the effect of monetary policy on inequality is reduced. The policy suggestion is that monetary policy alone cannot tackle inequality in an economy with other structural challenges that are outside of the monetary system. Hence policy coordination between monetary policy and fiscal policy is essential.","10.1177/09721509221115227","https://doi.org/10.1177/09721509221115227","Magwedere_2022_monetary",NA,NA,NA,NA,NA,NA,NA,NA,NA,1302
"ref_1311","14",8096,"9PSV2DKD","Bennani, Hamza","Effect of Monetary Policy on the Racial Unemployment Rates in the Us",2021,NA,NA,NA,"journalArticle","This paper analyzes the effect of monetary policy shock on the unemployment rate of different racial groups in the US using data from 1969Q2 to 2015Q4. Employing a narrative approach to identify monetary policy shocks and local projections, we find that although an accommodative monetary shock affects White workers positively and significantly, the effect on Black workers is larger, and it is not statistically different from zero for Hispanic workers. These results are robust when considering unconventional monetary policy measures in the specification and when exploring the impact of monetary policy on different genders and age groups. We also highlight the role of recession in affecting the transmission channel of monetary policy to the labor market for White and Hispanic workers. Finally, further extensions suggest that the Fed’s monetary policy is effective in reducing the racial unemployment gap, in particular between Whites and Blacks and during economic booms.","10.2139/ssrn.3977536","https://papers.ssrn.com/abstract=3977536","Bennani_2021_effect",NA,NA,NA,NA,NA,NA,NA,NA,NA,1303
"ref_1312","14",7975,"6UQRTZ4F","Chavula, Hopestone Kayiska","Monetary Policy Effects and Output Growth in Malawi: Using a Small Macroeconometric Model",2016,"Open Journal of Modelling and Simulation","4","4","journalArticle","This study tries to develop and use a small macroeconometric model to capture the main short-term macro dynamics and to forecast major macroeconomic variables of the Malawian economy. The results show that a reduction in the policy rate leads to a fall in the lending rate, but with an increase in money supply, and with an insignificant impact on output growth. The results suggest that monetary authorities in Malawi have to make a choice between the objectives of maintaining lower money supply and lowering the lending rate. The results also suggest that, despite the Reserve Bank of Malawi Act of 1989 stipulating that monetary authorities should pursue both price and high growth and employment objectives, our results reveal that price stability is the principal objective of monetary policy in the country. Suggesting that monetary authorities in the country should not only place more emphasis on the objective of stabilization and achieving low inflation, but also focus on supporting strong, sustained and shared growth. To some extent further suggesting that emphasis should be placed on policies and strategies aimed at structurally transforming the Malawian economy so that the monetary policies’ impact should translate into an increase in the country’s output and growth. Further suggesting enhanced effective coordination between fiscal and monetary policies.","10.4236/ojmsi.2016.44013","http://www.scirp.org/Journal/Paperabs.aspx?paperid=70374","Chavula_2016_monetary",NA,NA,NA,NA,NA,NA,NA,NA,NA,1304
"ref_1313","14",5319,"C7KQRSIW","Lonkeng Ngouana, Constant","Household Production, Services and Monetary Policy",2012,NA,NA,NA,"journalArticle","A distinctive feature of market-provided services is that some of them have close substitutes at home. Households may therefore switch between consuming home and market services in response to changes in the real wage--the opportunity cost of working at home--and changes in the price of market services. In order to analyze and quantify the implications of this trade-off for monetary policy, I embed a household sector into an otherwise standard sticky price DSGE model, which I calibrate to the U.S. economy. The results of the model are twofold. At the sectoral level, household production augments the service sector's New Keynesian Phillips curve with a sizable extra component that co-moves negatively with the output gap term, lowering the incentive of service sector firms to change their prices. This mechanism endogenously amplifies the real effects of a monetary shock in that sector, unlike in the nondurable goods sector for which households cannot manufacture substitutes at home. At the aggregate level, household production also implies more sluggish prices and a stronger response of real macroeconomic variables to a monetary shock. Some empirical support for this theory is provided.",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1331219&site=ehost-live","Lonkeng Ngouana_2012_household",NA,NA,NA,NA,NA,NA,NA,NA,NA,1305
"ref_1314","14",7153,"E38F8IPR","Yan, Na","Study on the Influence of Monetary Policy on Real Estate Price in China",2019,"Journal of Service Science and Management","02","12","journalArticle","The real estate industry has been in a stage of rapid development since 2000, and its pulling effect on economic growth is very significant, but it has continued to develop at a rapid pace over the years. The rising prices that follow have also had a lot of impact on all aspects of society and economy. However, a country’s macroeconomic control policy, especially monetary policy, has a very important impact on the development of the real estate industry. For example, the expansionary monetary policy since 2008 has increased the money supply, so that the real estate market investment and consumption rising, house prices accelerated. Although there are also a lot of restrictions of macroeconomic policy on the rise of house prices, the effect is not obvious. Therefore, it is necessary to make use of the policy means to regulate the real estate industry in order to achieve healthy development. This paper first analyzes the mechanism of monetary policy influencing real estate price, and then discusses the effect of monetary policy on real estate market by using empirical research method. It is found that both money supply and interest rate will have an impact on real estate price. Finally, combined with the conclusion of the analysis, some policy suggestions are put forward to improve the monetary policy system for the healthy development of the real estate industry.","10.4236/jssm.2019.122011","http://www.scirp.org/journal/PaperInformation.aspx?PaperID=90470&#abstract","Yan_2019_study",NA,NA,NA,NA,NA,NA,NA,NA,NA,1306
"ref_1315","14",1131,"GM9NF3YK","Hulsewig, Oliver; Mayer, Eric; Wollmershauser, Timo","Bank Behavior and the Cost Channel of Monetary Transmission",2006,NA,NA,NA,"journalArticle","This paper presents a New Keynesian model that dwells on the role of banks in the cost channel of monetary policy. Banks extend loans to firms in an environment of monopolistic competition by setting the loan rate according to a Calvo-type staggered price setting approach, which means that the adjustment of the aggregate loan rate to a monetary policy shock is sticky. We estimate the model for the Euro area by adopting a minimum distance approach. Our findings exhibit that, first, frictions on the loan market influence the propagation of monetary policy shocks as the pass-through of a change in the money market rate to the loan rate is incomplete, and, second, the cost channel is operating, but the effect is weak since inflation is driven by real unit labor costs rather than the loan rate. Our main conclusion is that the strength of the cost channel is mitigated as banks shelter firms from monetary policy shocks by smoothing lending rates.",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0905588&site=ehost-live","Hulsewig_2006_bank",NA,NA,NA,NA,NA,NA,NA,NA,NA,1307
"ref_1316","14",2151,"ZL9CKK6Q","Gupta, Abhay","Comparing Bank Lending Channel in India and Pakistan",2011,"Finance India","3","25","journalArticle","This paper investigates the presence and significance of bank lending channel of the monetary policy transmission in India and Pakistan using the Structural Vector Auto Regression (SVAR) approach. The results of econometric analysis support the presence of a significant bank lending channel in these countries. Changes in the monetary policy instruments affect the credit variable (private sector claims) which in turn transmits the shocks to the real side of the economy, i.e. output and prices. The output returns back to the initial level in the long run, while the effect of monetary policy changes on prices are persistent. I also find that compared to bank lending in other developing countries the channel in these countries is different and more vital. Apart from interest rates, money also seems to play an important role in these economies and its shocks are significantly transmitted to real macroeconomic activities through changes in the credit variable.",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1664486&site=ehost-live","Gupta_2011_comparing",NA,NA,NA,NA,NA,NA,NA,NA,NA,1308
"ref_1317","14",3116,"BBH4RGN2","Choi, Sangyup; Willems, Tim; Yong Yoo, Seung","Revisiting the Monetary Transmission Mechanism Through an Industry-Level Differential Approach",2022,NA,NA,NA,"journalArticle","By combining industry-level data on output and prices with monetary policy rates for a panel of 88 countries, this paper analyzes how the effects of monetary policy vary with certain industry characteristics. Next to being interesting in their own right, our results are informative on the importance of various transmission mechanisms (as they are expected to vary systematically with the included characteristics). Rather than relying on standard monetary policy shock identification, we overcome the endogeneity problem by taking a differential approach (interacting our monetary policy measure with industry-level characteristics). Our results suggest that monetary contractions reduce output by more in industries featuring assets that are more difficult to collateralize (as predicted by the balance sheet channel) and in industries more reliant on international trade (as predicted by the exchange rate channel). Consistent with the financial accelerator mechanism, we find that the balance sheet channel becomes stronger during bad times. At the same time, we do not find evidence supporting the traditional interest rate channel of monetary policy; the same goes for the cost channel.",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1964849&site=ehost-live","Choi_2022_revisiting",NA,NA,NA,NA,NA,NA,NA,NA,NA,1309
"ref_1318","14",7072,"N5C77VFM","Ibrahim, Victoria","Monetary Policy and Economic Growth in Nigeria: An Autoregressive Distributed Lag (ARDL) Analysis.",2019,"Advances in Social Sciences Research Journal",NA,"6","journalArticle","The	 study	 assessed	 the	 impact	 of	 monetary	 policy	 on	 economic	 growth	 in	 Nigeria.	 Three	 objectives	 guided	 the	 study.	 It	 employed	 quarterly	 data	 spanning	 1986:Q1- 2018:Q4,	and	used	the	Autoregressive	Distributed	Lag	(ARDL)	model,	and	the	Granger causality	 test	 to	carry	out	 its	 empirical	 analysis	 and	 achieving	 its	 objectives.	 Findings from	the	study	revealed	that	the	monetary	policy	rate	(MPR)	had	a	positive	impact	on economic	 growth,	 but	 it	 was	 however	 not	 statistically	 significant.	 The	 broad	 money supply	 (M2)	 as	 a	 monetary	 policy	 instrument	 had	 a	 much	 more	 positive	 and	 highly statistically	 significant	 impact	 on	 economic	 growth	 in	 Nigeria.	 As	 such,	 the	 study recommended	 that	 the	 CBN	 should	 embark	 on	 a	 comprehensive	 monitoring	 of monetary	 instruments	 and	 aggregates	 and	 place	 less	 emphasis	 on	 inflation	 targeting (IT)	alone.	It	is	important	to	use	other	instruments	which	the	central	bank	can	control effectively	like	the	broad	money	supply	(M2)	as	it	is	more	effective	on	the	economy.","10.14738/assrj.63.6273",NA,"Ibrahim_2019_monetary",NA,NA,NA,NA,NA,NA,NA,NA,NA,1310
"ref_1319","14",7609,"AZSG2M2W","Radwan, Maha; Drissi, Salma","ANALYSIS OF THE TRANSMISSION ASYMMETRY OF MONETARY POLICY IN A DUAL BANKING SYSTEM: ECONOMETRIC MODELLING (CASE OF TURKEY)",2020,"European Journal of Islamic Finance",NA,NA,"journalArticle","The purpose of this research is to analyze the transmission mechanism of monetary policy in a dual banking system, composed of both Islamic banks and Conventional banks, highlighting the factors that may influence behavior of Banks on the impact of monetary stimuli on their rates. In this context, an econometric model that examines the effectiveness of transmission of monetary policy in a dual banking system by advocating the hypothesis of asymmetric transmission of monetary policy was developed and tested. To answer the research problem, the adopted methodology is based on the Vectoriel Autoregressive (VAR) model, which is not only explanatory but also predictive.The different results obtained through the empirical investigation carried out are discussed by exposing their methodological and theoretical implications.","10.13135/2421-2172/4227","https://www.ojs.unito.it/index.php/EJIF/article/view/4227","Radwan_2020_analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,1311
"ref_1320","14",118,"Y6UF9832","Mishra, Shruti","Essays in Heterogeneous Effects of Monetary Policy",2022,NA,NA,NA,"thesis","My dissertation within monetary macroeconomics focuses on uncovering the impact of micro level heterogeneity in household wealth portfolios and firm size on aggregate macroeconomic variables. Using household- and firm-level datasets, I study these outcomes in the context of exploring the effects of monetary policy shocks. Most macroeconomic models use a representative agent framework to study the effects of monetary policy. In such models all consumers are assumed to be similar, therefore, it is only required to know the size of the monetary policy shock and its average impact to estimate the overall effect. But recent literature has emphasized the importance of agent heterogeneity for explaining observed aggregate dynamics and optimal policy design. Here, it matters which consumers get the extra income as people react differently to the shock. In a model with a realistically calibrated household balance sheet, monetary policy has redistribution effects because different agents have differential exposure to the interest rate and inflation risk born in their portfolios. For example, short-term or nominal borrowers will win from a sudden decrease in the interest rate and a sudden increase in inflation, while short-term lenders or nominal lenders will lose. In the first chapter of the dissertation, co authored with Anastasia Burya, we study the effect of heterogeneity in consumers' portfolios on the unemployment response to monetary policy. We develop a search efforts model with heterogeneous agents and then decompose the effect of the monetary policy shock on aggregate unemployment. The direction and the magnitude of the wealth effect will determine whether people search for jobs more actively after a monetary contraction. For example, if unemployed consumers are indebted, they experience a negative wealth effect after a contraction, search for jobs more actively and increase their probability of finding a job, therefore, reducing unemployment. In this framework, the sign of the overall effect of monetary policy on unemployment will depend on whether unemployed consumers are indebted and the magnitude of their debt. We test the prediction of the model in both micro and aggregate data. To test the prediction of the model in the micro data using the PSID panel dataset, we estimate the coefficient of the interaction term between various mortgage measures and Romer and Romer monetary policy shocks while looking at five main transition probabilities that indicate a higher increase in search efforts for indebted people after a monetary contraction: dynamic transition probability of moving from non employment to employment, moving from non participation in the labor force to employment, remaining a non participant in the labor force, remaining unemployed and taking up an extra job. In the aggregate data, we use a similar estimation approach with debt to income ratio. We also subject this to a variety of checks using age and Saiz instruments for increased robustness. In the second chapter of the dissertation, co-authored with Anastasia Burya and Martsella Davitaya, we show that inflation expectations are anchored. If inflation expectations are anchored, then their sensitivity to monetary policy should be smaller than if they are de-anchored. When the Fed pursues inflation targeting, the market expectations of Fed's reaction should affect the response to current monetary policy shocks. We use daily bond yield data to show that the sensitivity of inflation expectations to monetary policy is lower if the Fed is more responsive to inflation during the previous CPI release. Intuitively, the Fed announcement leading to a rate change that is higher than expected from the CPI release indicates that the markets expect the Fed to react more aggressively in the future. Therefore, markets do not adjust inflation expectations as much (leading to anchored inflation expectations). The empirical strategy consists of two steps. First, we measure market expectations about the Fed's reaction to inflation by regressing the changes of different interest rates around the CPI release dates on the surprise change in CPI. Second, we estimate the sensitivity of inflation expectations' response to monetary policy based on the expectations about the Fed's reaction to inflation. Product markets are characterized by the significant heterogeneity of demand elasticity between large and small firms. In many cases, the ability of larger firms to dictate prices is such that they are able to charge higher markups. In the third chapter, co-authored with Anastasia Burya, we develop a simple model of firms with heterogeneous market power. We connect the recent trend of increasing market power to the flattening of the Phillips Curve through the decreasing aggregate pass-through. We explore the sufficient statistic arising from this model and then proceed to estimate it in the data. Here, we consider heterogeneity in demand elasticity and superelasticity. In the recent literature as well, papers such as Baqaee, Farhi and Sangani (2021) and Wang and Werning (2020) have brought to attention that certain parameters of demand are important for various macroeconomic dynamics such as the flattening of the Phillips Curve. It was also shown that the degree of these effects depends on the demand parameters, such as elasticity and superelasticity. We estimate these parameters in a novel format using an empirical procedure called Granular IV, which was first described in Gabaix and Koijen (2020) and makes use of the fact that in reality, unlike baseline macroeconomic models, some firms are big enough to impact the aggregates. For this estimation, we use firm-level price data from AC Nielsen Retail Scanner database. Employing the novel empirical approach we estimate these relevant demand parameters. We estimate a demand elasticity of 3.23, in line with the literature. Our estimate for super elasticity is 3.74 which is in line with Marshall's second law of demand and for constant superelasticity parametrisation would signify the curvature of the demand curve between that of CES and linear demand.",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=2009335&site=ehost-live","Mishra_2022_essays",NA,NA,NA,NA,NA,NA,NA,NA,NA,1312
"ref_1321","14",7177,"RFZZHXG7","Marhasova, Viktoriya; Kovalenko, Yuliia; Bereslavska, Olena; Muravskyi, Oleksii; Fedyshyn, Maiia; Kolesnik, Olga","Instruments of Monetary-And-Credit Policy in Terms of Economic Instability",2020,NA,NA,NA,"journalArticle","The article considers the problems of monetary-and-credit policy in the conditions of economic instability. The banking structure, with a detailed description of each component, is considered. Monetary-and-credit policy methods and instruments have been classified. The peculiarities of monetary regulation of the domestic economy in the context of transformation processes are characterized. The features and objectives of the monetary policy of the central bank are classified and described in detail. The use of reserve requirements in transition economies is considered. Revealed and substantiated the main threats to the monetary security of Ukraine. The factors limiting monetary policy are revealed. The substantiated need for modernization of available instruments of monetary policy of Ukraine in the conditions of market restrictions in the domestic and foreign markets and identified alternative instruments of influence on economic growth available to the NBU.",NA,"https://papers.ssrn.com/abstract=3628978","Marhasova_2020_instruments",NA,NA,NA,NA,NA,NA,NA,NA,NA,1313
"ref_1322","14",6767,"6PQSA58T","Iwasaki, Yuto","Myths and Observations on Unconventional Monetary Policy",NA,NA,NA,NA,"journalArticle","Reservations are sometimes raised regarding the effectiveness of unconventional monetary policy (UMP) due to the concerns about influences of impaired financial systems and low policy rates. To see if this is the case, we combine the local projection method of Jordà (2005) with shadow rates to estimate macroeconomic effects of monetary policy shocks during the implementation period of UMP, and test if effects of these shocks with the same magnitude differ across periods or states of the economy, using Japan’s data from the 1980s to 2016. We find that monetary policy shocks during the implementation period of the UMP had statistically significant expansionary effects on the economy. We also find that an unexpected 100 basis point cut in shadow rates during the UMP yielded larger expansionary effects on key economic variables than it did during the conventional monetary policy (CMP), because of the following three reasons: (i) A cut in the shadow rates resulted in a larger reduction in the real interest rate, and affected a wider range of borrowing rates during the UMP; (ii) The effectiveness of monetary policy shocks was dampened when the financial system was significantly impaired, particularly during the CMP; (iii) Other things being equal, the effectiveness has been so far little affected by the level of policy rate. Our results show that UMP has been effective, but that the nature of monetary transmission is subject to change depending on financial conditions or other economic circumstances, and therefore monetary policy needs to be carefully implemented. Note also that our study only explores the effects of a one-unit shock to the monetary policy rule, and does not address the entire effects of monetary easing that are affected by the size of shocks as well.",NA,NA,"Iwasaki_NA_myths",NA,NA,NA,NA,NA,NA,NA,NA,NA,1314
"ref_1323","14",1569,"XVPLVVES","Kursat Onder, Yasin; Villamizar-Villegas, Mauricio","The Effects of Monetary and Exchange Rate Policy Shocks: Evidence from an Emerging Market Economy",2018,"International Journal of Central Banking","1","14","journalArticle","Many central banks that have opted for monetary autonomy have also been reluctant to relinquish control over the value of their currencies. As a result, they have operated through both interest rate and foreign exchange interventions. Using daily data from the Central Bank of Turkey during the period of 2002-10, we study the effects of simultaneous policies by first purging the intended monetary decisions from responses to real-time macroeconomic variables and then determining their impact on economic activity. We find that the Central Bank of Turkey adjusted its policy rate mostly in response to inflation levels relative to both the yearly target and agents' expectations, and conducted purchases and sales of foreign currency in response to exchange rate behavior. These responses varied depending on whether interventions were preannounced. In terms of effectiveness, we find that unannounced purchases of foreign currency had a significant effect in reducing exchange rate volatility but appeared to have no effect on exchange rate changes. Announced interventions, on the other hand, did have a significant impact on exchange rate changes and volatility. Finally, we find that changes in the policy rate affected inflation and output growth, with a lag delay of four and two quarters, respectively.",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1701739&site=ehost-live","Kursat Onder_2018_the",NA,NA,NA,NA,NA,NA,NA,NA,NA,1315
"ref_1324","14",4026,"5GIIT7D9","da Silveira, Marcos Antonio C.","Using a Bayesian Approach to Estimate and Compare New Keynesian DSGE Models for the Brazilian Economy: The Role for Endogenous Persistence",2008,"Revista Brasileira de Economia","3","62","journalArticle","New Keynesian dynamic stochastic general equilibrium (DSGE) models have been developed for monetary policy analysis in open economies. For this purpose, the basic model must be enriched with the sources of nominal and real rigidities which are capable of explaining the observed output and inflation persistence. Under this perspective, we use the Bayesian approach to estimate and compare alternative model specifications for the Brazilian economy with respect to two endogenous persistence mechanisms widely supported by the international empirical literature: habit formation and price indexation. Using data for the inflation target period, we conclude for the relevance of both mechanisms, although the evidence is unexpectedly less robust for price indexation. Furthermore, impulse-response functions are built to describe the dynamic effects of domestic and foreign real and monetary shocks.",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1039939&site=ehost-live","da Silveira_2008_using",NA,NA,NA,NA,NA,NA,NA,NA,NA,1316
"ref_1325","14",7446,"UCC5NV9A","Kutu, Adebayo Augustine; Ngalawa, Harold","Monetary Policy and Industrial Output in the BRICS Countries: A Markov-Switching Model",2017,"Folia Oeconomica Stetinensia","2","17","journalArticle","AbstractThis paper examines whether the five BRICS countries share similar business cycles and determines the probability of any of the countries moving from a contractionary regime to an expansionary regime. The study further examines the extent to which changes in monetary policy affect industrial output in expansions relative to contractions. Employing the Peersman and Smets (2001) Markov-Switching Model (MSM) and monthly data from 1994.01–2013.12, the study reveals that the five BRICS countries have similar business cycles. The results further demonstrate that the BRICS countries’ business cycles are characterized by two distinct growth rate phases: a contractionary regime and an expansionary regime. It can also be observed that the area-wide monetary policy has significantly large effects on industrial output in recessions as well as in booms. It has also been established that there is a high probability of moving from state one (recession) to state two (expansion) and that on average, the probabilities of staying in state 2 (expansion) are high for each of the five countries. It is, therefore, recommended that the BRICS countries should sustain uniform policy consistency (monetary policy), especially as they formulate and implement economic policies to stimulate industrial output.","10.1515/foli-2017-0017","https://sciendo.com/article/10.1515/foli-2017-0017","Kutu_2017_monetary",NA,NA,NA,NA,NA,NA,NA,NA,NA,1317
"ref_1326","14",302,"WK77VZQJ","Zeleznik, Martin","Labour Market in the Czech Republic: DSGE Approach",2018,"Review of Economic Perspectives","3","18","journalArticle","This paper deals with the comparison of two versions of the DSGE model, supplemented with labour market frictions, based on different data used. One of the data sets has been pre-filtered with the HP filter (lambda set to 1) to get rid of any noise and the other with the original data series with measurement errors allowed. I compare the models with the following tools: parameters estimation, impulse response analysis, standard deviation and cross-correlations and recursive forecast. I also present the historical shock decomposition of the labour market variables to provide the explanation of the development in the Czech labour market, which is considered the most efficient labour market in Europe of the last couple of years with the lowest unemployment rate.",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1743673&site=ehost-live","Zeleznik_2018_labour",NA,NA,NA,NA,NA,NA,NA,NA,NA,1318
"ref_1327","14",1343,"GQERPM2S","Nguyen, Van Hong","Divisia Monetary Aggregates and Monetary Policy in a Small Open Economy",2022,NA,NA,NA,"thesis","The first chapter in my doctoral dissertation is co-authored with my advisor and it has been published in the Journal of Risk and financial Management, August 2021. This paper applied the formula for user cost price of money and the recently developed credit-card-augmented Divisia monetary aggregates formula to construct monetary service indexes for Singapore. We produced state-of-the-art monetary service indexes from January 1991 to March 2021. We found that Divisia measures behave differently than simple sum measures in the period before the year 2000, when interest rates were high. Credit-card-augmented Divisia monetary services move closely with the conventional Divisia monetary aggregates, since the volume of credit card transactions in Singapore is relatively small compared with other monetary assets. The second chapter uses the constructed Divisia indexes and other data to examine different instruments of monetary policy and their relevance in predicting real economic activity in Singapore. I apply the Hamilton based filter to extract the cyclical component of each time series and compute the cyclical correlation of different targets of monetary policy including interest rate, money supply and exchange rate with output and inflation. I find that while exchange rate and all money measures show a weakly contemporaneous correlation with output and inflation, interest rate is not contemporaneously correlated to either output or inflation. Among different money measures, Divisia always shows a stronger correlation with both output and inflation than simple sum. Credit-card-augmented Divisia is the most informative indicator to predict output and price. To confirm the above statistical findings in a more rigorous framework, the last chapter in my dissertation revisits the issue of money measurement in the context of a small open economy using a recently developed micro founded DSGE model. I extend the New Keynesian model for a small open economy from the work of Faia and Monacelli in a similar manner to Belongia and Ireland by introducing private financial institutions, which create deposits as an imperfect substitute for government-issued currency. The banking sector allows the accommodation of multiple monetary assets like currency and interest-bearing-deposits. The central bank conducts its monetary policy via a simple interest rate rule. I explore the responses of different money measures including simple sum, monetary base, and Divisia quantity aggregate with respect to domestic and foreign shocks and compare these responses with those from a theoretical monetary aggregator. I find that Divisia tracks the movement of money most closely to the theoretical measure, followed by monetary base, while simple sum often does not match the correct trend. I analyze the impact of openness, which has an inverse relation with home-bias in consumption, on the volatility of macroeconomic variables. I find that as the small economy becomes more open, domestic inflation and nominal interest rate become more volatile while terms of trade and exchange rate become more stable. Among the different money measures, monetary base and Divisia follow the theoretical monetary aggregate to become less volatile as consumption becomes less home-biased, while simple sum, becomes more volatile.",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=2010110&site=ehost-live","Nguyen_2022_divisia",NA,NA,NA,NA,NA,NA,NA,NA,NA,1319
"ref_1328","14",3456,"V5XIVXK3","Rojas, Diego; Vegh, Carlos A.; Vuletin, Guillermo","The Macroeconomic Effects of Macroprudential Policy: Evidence from a Narrative Approach",2020,NA,NA,NA,"journalArticle","We analyze the macroeconomic effects of macroprudential policy--in the form of legal reserve requirements--in three Latin American countries (Argentina, Brazil, and Uruguay). To correctly identify innovations in changes in legal reserve requirements, we develop a narrative approach--based on contemporaneous reports from the IMF and Central Banks in the spirit of Romer and Romer (2010)--that classifies each change into endogenous or exogenous to the business cycle. We show that this distinction is critical in understanding the macroeconomic effects of reserve requirements. In particular, we show that output falls in response to exogenous increases in legal reserve requirements but would seem not to be affected (or could even increase!) when using all changes and relying on traditional time-identifying strategies. This bias reflects the practical relevance of the misidentification of endogenous countercyclical changes in reserve requirements. We also push the empirical frontier along two important dimensions. First, in measuring legal reserve requirements, we take into account both the different types of legal reserve requirements in terms of maturity and currency of denomination as well as the structure of deposits. Second, since in practice reserve requirement policy is tightly linked to monetary policy, we also jointly analyze the macroeconomic effects of changes in central bank interest rates. To properly identify exogenous central bank interest rate shocks, we follow Romer and Romer (2004).",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1880051&site=ehost-live","Rojas_2020_the",NA,NA,NA,NA,NA,NA,NA,NA,NA,1320
"ref_1329","14",1179,"4JIFY62W","Brischetto, Andrea; Voss, Graham","A Structural Vector Autoregression Model of Monetary Policy in Australia",2000,NA,NA,NA,"journalArticle","This paper examines the effects of monetary policy in Australia using a small structural vector autoregression model. The model we use is a modification of the small open economy model developed for the G6 economies (the G7 less the United States) by Kim and Roubini (1999). The success of the Kim and Roubini model across these economies makes it a natural starting point to analyse monetary policy in Australia. Consistent with Kim and Roubini, we find no evidence of the price or exchange rate puzzles identified in the literature. We demonstrate that, in the Australian context, modelling the interdependence between the domestic interest rate, the foreign interest rate and the nominal exchange rate is critical to resolving these puzzles. Further, we demonstrate that the Kim and Roubini model can be further usefully refined when applied to the Australian data. We use the model to perform various monetary policy experiments and the results of these experiments accord well with both the existing SVAR literature and previous empirical work for Australia. We find that monetary policy shocks have a delayed and gradual effect on the price level and a small temporary effect on output. We also use the model to examine the effects of shocks to the Australian economy and the role of monetary policy in response to these shocks. Generally, we find that monetary policy has served to dampen both output and price fluctuations. A qualifying aspect of our results is the model's instability, for example, around the most recent change in the implementation of monetary policy in Australia.",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0723968&site=ehost-live","Brischetto_2000_a",NA,NA,NA,NA,NA,NA,NA,NA,NA,1321
"ref_1330","14",642,"YUZ9WW68","Kapetanios, George; Yates, Tony","Evolving UK and US Macroeconomic Dynamics through the Lens of a Model of Deterministic Structural Change",2014,"Empirical Economics","1","47","journalArticle","Using a model of deterministic structural change, we revisit several topics in inflation dynamics explored previously using stochastic, time-varying parameter models. We document significant reductions in inflation persistence and predictability. We estimate that changes in the volatility of shocks were decisive in accounting for the great moderations of the United States and the United Kingdom. We also show that the magnitude and the persistence of the response of inflation and output to monetary policy shocks has fallen in these two countries. These findings should be of interest in those seeking to resolve theoretical debates about the sources of apparent nominal and real frictions in the macroeconomy, and the causes of the Great Moderation.",NA,"https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1453958&site=ehost-live","Kapetanios_2014_evolving",NA,NA,NA,NA,NA,NA,NA,NA,NA,1322
